window_id,truth_regime,predicted_regime,policy,throughput,latency,pressure,coherence,regime_confidence,pareto_efficient,throughput_score,latency_score,pressure_score,coherence_score_obj,objective_throughput_first,objective_latency_first,objective_balanced_constraint,objective_profile,objective_score
29,clustered_ranges,clustered_ranges,guarded_fallback,1219.1876441541776,0.8462488550228394,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
30,low_entropy_repeating,low_entropy_repeating,coherent_local,1706.0395727015107,0.5945697416189278,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
31,sequential_ids,sequential_ids,scalar,1385.8005807499926,0.7203759779592633,0.264,0.6151,0.95,True,0.814350272880915,0.881829960244543,0.7142857142857141,0.7142857142857154,0.7994560863366591,0.8264479612821103,0.7861911433539819,latency_first,0.8264479612821103
32,uniform_32bit,uniform_32bit,simd,1879.331057160731,0.5357655472130592,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
33,zipfian_smallints,zipfian_smallints,hybrid,1549.052271267351,0.6403913202509002,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
34,clustered_ranges,clustered_ranges,guarded_fallback,1177.9390962521895,0.8758103143525976,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
35,low_entropy_repeating,low_entropy_repeating,coherent_local,1754.1997798563027,0.5786080729619111,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
36,sequential_ids,sequential_ids,hybrid,1409.0038852076939,0.7054337439303837,0.27,0.613,0.95,True,0.8639962479747322,0.9281788143287802,0.6428571428571426,0.6428571428571442,0.8183388566484422,0.8440118831900614,0.7805292922603293,latency_first,0.8440118831900614
37,uniform_32bit,uniform_32bit,simd,1905.2221814608242,0.5285432862240859,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
38,zipfian_smallints,zipfian_smallints,hybrid,1524.2611878924888,0.6506276385476175,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
39,clustered_ranges,clustered_ranges,guarded_fallback,1199.9078063990387,0.8600660720806889,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
40,low_entropy_repeating,low_entropy_repeating,coherent_local,1752.3778538061706,0.5792119113099548,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
41,sequential_ids,sequential_ids,hybrid,1392.9834077452829,0.7135584146434636,0.27,0.613,0.95,True,0.8882668870676133,0.9437765159310529,0.6428571428571426,0.6428571428571442,0.8352408953445117,0.8574447468898876,0.7917099093887618,latency_first,0.8574447468898876
42,uniform_32bit,uniform_32bit,simd,1862.1978075444224,0.5405448221060296,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
43,zipfian_smallints,zipfian_smallints,hybrid,1533.819334278656,0.6466810490720387,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
44,clustered_ranges,clustered_ranges,guarded_fallback,1180.4810146997993,0.8739886061318104,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
45,low_entropy_repeating,low_entropy_repeating,coherent_local,1799.2671710461439,0.5636714518818494,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
46,sequential_ids,sequential_ids,hybrid,1384.6892394073843,0.7177647428719693,0.27,0.613,0.95,True,0.8346352488628632,0.9085311699891427,0.6428571428571426,0.6428571428571442,0.7977751105303752,0.827333478980887,0.7668090814418592,latency_first,0.827333478980887
47,uniform_32bit,uniform_32bit,simd,1838.8022626524482,0.5470709477864223,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
48,zipfian_smallints,zipfian_smallints,hybrid,1599.504995354658,0.6195592277245284,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
49,clustered_ranges,clustered_ranges,guarded_fallback,1252.2912090463271,0.8225246335167987,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
50,low_entropy_repeating,low_entropy_repeating,coherent_local,1795.3783131656467,0.5649603304936713,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
51,sequential_ids,sequential_ids,simd,1459.456162119649,0.6855001711292704,0.3,0.6025,0.95,True,1.0,1.0,0.2857142857142859,0.2857142857142884,0.8214285714285718,0.8214285714285717,0.6785714285714293,latency_first,0.8214285714285717
52,uniform_32bit,uniform_32bit,simd,1892.4079565347447,0.5321177805455711,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
53,zipfian_smallints,zipfian_smallints,hybrid,1550.0019621393756,0.6399991898263224,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
54,clustered_ranges,clustered_ranges,guarded_fallback,1237.6770295607505,0.8329981288147953,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
55,low_entropy_repeating,low_entropy_repeating,coherent_local,1720.7991988604351,0.5896779798062557,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
56,sequential_ids,sequential_ids,hybrid,1376.680955627296,0.7218260867890142,0.27,0.613,0.95,True,0.8838501098951983,0.9415223334816268,0.6428571428571426,0.6428571428571442,0.8322527016736488,0.8553215911082203,0.7898213306246807,latency_first,0.8553215911082203
57,uniform_32bit,uniform_32bit,simd,1907.5159403241607,0.5279034482253657,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
58,zipfian_smallints,zipfian_smallints,hybrid,1544.4932313501497,0.6422737625392929,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
59,clustered_ranges,clustered_ranges,guarded_fallback,1168.3790079153855,0.8826617109939737,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
60,low_entropy_repeating,low_entropy_repeating,coherent_local,1772.6754853595774,0.5724846962808257,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
61,sequential_ids,sequential_ids,hybrid,1436.3785437136087,0.6915508814023841,0.27,0.613,0.95,True,0.9809462313522744,1.0,0.6428571428571426,0.6428571428571442,0.8992820245256505,0.9069035319847407,0.8335695836913969,latency_first,0.9069035319847407
62,uniform_32bit,uniform_32bit,simd,1912.513970349493,0.5265092609025098,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
63,zipfian_smallints,zipfian_smallints,hybrid,1522.6044407625795,0.6513117147819026,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
64,clustered_ranges,clustered_ranges,guarded_fallback,1213.5156417971625,0.8503137900453668,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
65,low_entropy_repeating,low_entropy_repeating,coherent_local,1748.2424792114223,0.5805824926042142,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
66,sequential_ids,sequential_ids,hybrid,1400.6884239504013,0.7096508707108677,0.27,0.613,0.95,True,0.8340011856620123,0.906600565871861,0.6428571428571426,0.6428571428571442,0.7971050819922724,0.8261448340762119,0.7661362114522835,latency_first,0.8261448340762119
67,uniform_32bit,uniform_32bit,simd,1880.8725020941974,0.5353355652053029,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
68,zipfian_smallints,zipfian_smallints,hybrid,1587.5768750983905,0.6244843870561484,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
69,clustered_ranges,clustered_ranges,guarded_fallback,1171.531300809829,0.8804025677529559,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
70,low_entropy_repeating,low_entropy_repeating,coherent_local,1735.0127288850529,0.5849672098552396,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
71,sequential_ids,sequential_ids,hybrid,1396.9018977149526,0.7115711804445598,0.27,0.613,0.95,True,0.8424330334984705,0.9126511791397067,0.6428571428571426,0.6428571428571442,0.8030717826843242,0.8311590409408187,0.7701784191201824,latency_first,0.8311590409408187
72,uniform_32bit,uniform_32bit,simd,1910.9267251340746,0.5269520187783897,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
73,zipfian_smallints,zipfian_smallints,hybrid,1569.6319556787837,0.6318939021713409,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
74,clustered_ranges,clustered_ranges,guarded_fallback,1215.152761204021,0.8491405211371181,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
75,low_entropy_repeating,low_entropy_repeating,coherent_local,1697.407539833254,0.5974306439409786,0.056,0.9479,0.95,True,0.978689837757139,1.0,1.0,1.0,0.9872139026542834,0.9957379675514278,0.9936069513271417,latency_first,0.9957379675514278
76,sequential_ids,sequential_ids,simd,1478.4827273957167,0.6764461504116935,0.3,0.6025,0.95,True,1.0,1.0,0.2857142857142859,0.2857142857142884,0.8214285714285718,0.8214285714285717,0.6785714285714293,latency_first,0.8214285714285717
77,uniform_32bit,uniform_32bit,simd,1912.5296432714842,0.526504888982165,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
78,zipfian_smallints,zipfian_smallints,hybrid,1566.3204218096444,0.6332612451882759,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
79,clustered_ranges,clustered_ranges,guarded_fallback,1209.5411647008264,0.8531621652977411,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
80,low_entropy_repeating,low_entropy_repeating,coherent_local,1771.5388724797074,0.5728614022638684,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
81,sequential_ids,sequential_ids,simd,1447.443457860613,0.6912165614318461,0.3,0.6025,0.95,True,1.0,1.0,0.2857142857142859,0.2857142857142884,0.8214285714285718,0.8214285714285717,0.6785714285714293,latency_first,0.8214285714285717
82,uniform_32bit,uniform_32bit,simd,1833.4919405843234,0.548552248152794,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
83,zipfian_smallints,zipfian_smallints,hybrid,1581.4708719324883,0.6270055754601338,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
84,clustered_ranges,clustered_ranges,guarded_fallback,1173.3503427738297,0.8790989210120886,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
85,low_entropy_repeating,low_entropy_repeating,coherent_local,1795.1702080681073,0.565029302468856,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
86,sequential_ids,sequential_ids,hybrid,1419.4942368229383,0.7001136370397957,0.27,0.613,0.95,True,0.8954499190709678,0.9483623024337617,0.6428571428571426,0.6428571428571442,0.8402385825219308,0.8614035358670484,0.7950112656154453,latency_first,0.8614035358670484
87,uniform_32bit,uniform_32bit,simd,1884.7838432063536,0.5342445068950697,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
88,zipfian_smallints,zipfian_smallints,hybrid,1542.030221992403,0.6432907470482981,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
89,clustered_ranges,clustered_ranges,guarded_fallback,1220.062664002393,0.8456217574649518,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
90,low_entropy_repeating,low_entropy_repeating,coherent_local,1801.2140797033153,0.5630261907269012,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
91,sequential_ids,sequential_ids,simd,1473.408223424894,0.6788609143702229,0.3,0.6025,0.95,True,1.0,1.0,0.2857142857142859,0.2857142857142884,0.8214285714285718,0.8214285714285717,0.6785714285714293,latency_first,0.8214285714285717
92,uniform_32bit,uniform_32bit,simd,1876.2489890304419,0.5366252820072978,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
93,zipfian_smallints,zipfian_smallints,hybrid,1527.6313815450574,0.6492360747168796,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
94,clustered_ranges,clustered_ranges,guarded_fallback,1203.335861689477,0.8576092991225416,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
95,low_entropy_repeating,low_entropy_repeating,coherent_local,1720.0241215637618,0.5899348625674389,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
96,sequential_ids,sequential_ids,simd,1481.1724155186841,0.6751662298566261,0.3,0.6025,0.95,True,1.0,1.0,0.2857142857142859,0.2857142857142884,0.8214285714285718,0.8214285714285717,0.6785714285714293,latency_first,0.8214285714285717
97,uniform_32bit,uniform_32bit,simd,1877.7847516933255,0.5361968850539671,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
98,zipfian_smallints,zipfian_smallints,hybrid,1542.8233514585459,0.6429632613332456,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
99,clustered_ranges,clustered_ranges,guarded_fallback,1164.1653840877682,0.8856814747370995,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,latency_first,1.0
0,low_entropy_repeating,low_entropy_repeating,coherent_local,1769.6993438899196,0.5734710745964838,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
1,sequential_ids,sequential_ids,coherent_local,1293.8332694493001,0.78370003833042,0.24,0.6234999999999999,0.95,True,0.5497981271348679,0.6367095320995262,1.0,1.0,0.6753853060958497,0.710149868081713,0.774116821165342,balanced_constraint,0.774116821165342
2,uniform_32bit,uniform_32bit,simd,1922.1670701597252,0.5238165541133398,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
3,zipfian_smallints,zipfian_smallints,hybrid,1548.8392225695695,0.640479288745468,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
4,clustered_ranges,clustered_ranges,guarded_fallback,1197.2184693227616,0.8619934303186875,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
5,low_entropy_repeating,low_entropy_repeating,coherent_local,1759.592906689557,0.5768206366400325,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
6,sequential_ids,sequential_ids,scalar,1393.3683639176268,0.7162277116303378,0.264,0.6151,0.95,True,0.865217811219075,0.9176434150491699,0.7142857142857141,0.7142857142857154,0.8353486275602492,0.856318869092287,0.8104047685565866,balanced_constraint,0.8104047685565866
7,uniform_32bit,uniform_32bit,simd,1896.7524974568362,0.5309058822883563,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
8,zipfian_smallints,zipfian_smallints,hybrid,1552.7129450625218,0.638879816232249,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
9,clustered_ranges,clustered_ranges,guarded_fallback,1212.220444135294,0.8512420150363725,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
10,low_entropy_repeating,low_entropy_repeating,coherent_local,1711.7496597287886,0.5926772556327443,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
11,sequential_ids,sequential_ids,coherent_local,1329.1513555690708,0.7625091866585576,0.24,0.6234999999999999,0.95,True,0.6794203149295647,0.7415066665483299,1.0,1.0,0.7688781889399883,0.7937127295874944,0.8392027611159518,balanced_constraint,0.8392027611159518
12,uniform_32bit,uniform_32bit,simd,1890.4557766454054,0.5326623359883869,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
13,zipfian_smallints,zipfian_smallints,hybrid,1545.5521744465025,0.6418365215188635,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
14,clustered_ranges,clustered_ranges,guarded_fallback,1208.9488933929679,0.8535866264017065,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
15,low_entropy_repeating,low_entropy_repeating,coherent_local,1754.1616668907639,0.5786207046876325,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
16,sequential_ids,sequential_ids,coherent_local,1292.920449991981,0.7842477300048113,0.24,0.6234999999999999,0.95,True,0.5826793932683857,0.6620240866243214,1.0,1.0,0.6989112489546796,0.7306491262970539,0.7903098396365961,balanced_constraint,0.7903098396365961
17,uniform_32bit,uniform_32bit,simd,1886.6220333042222,0.5337317486046116,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
18,zipfian_smallints,zipfian_smallints,hybrid,1510.7694744104758,0.6561984105659971,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
19,clustered_ranges,clustered_ranges,guarded_fallback,1207.195936081022,0.8548429124752677,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
20,low_entropy_repeating,low_entropy_repeating,coherent_local,1740.6480707596377,0.5830994965482345,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
21,sequential_ids,sequential_ids,coherent_local,1293.388855019939,0.7839666869880366,0.24,0.6234999999999999,0.95,True,0.5690641551407853,0.64678222771937,1.0,1.0,0.6884558272423767,0.7195430562738105,0.7824148034720781,balanced_constraint,0.7824148034720781
22,uniform_32bit,uniform_32bit,simd,1906.7754646664698,0.5281100019614584,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
23,zipfian_smallints,zipfian_smallints,hybrid,1544.4349816612523,0.642297814023741,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
24,clustered_ranges,clustered_ranges,guarded_fallback,1224.4653763543279,0.8424664802793984,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
25,low_entropy_repeating,low_entropy_repeating,coherent_local,1718.7949698240252,0.5903422385726087,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
26,sequential_ids,sequential_ids,coherent_local,1312.385443462881,0.7725687339222715,0.24,0.6234999999999999,0.95,True,0.6673965609131615,0.725531942112291,1.0,1.0,0.7592677278647405,0.7825218803443924,0.8316019538020212,balanced_constraint,0.8316019538020212
27,uniform_32bit,uniform_32bit,simd,1908.9351446523306,0.527507564912771,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
28,zipfian_smallints,zipfian_smallints,hybrid,1531.099119534035,0.6478042345149791,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
29,clustered_ranges,clustered_ranges,guarded_fallback,1219.1876441541776,0.8462488550228394,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
30,low_entropy_repeating,low_entropy_repeating,coherent_local,1706.0395727015107,0.5945697416189278,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
31,sequential_ids,sequential_ids,coherent_local,1319.1634204649497,0.7685019477210303,0.24,0.6234999999999999,0.95,True,0.6297965320840893,0.7025653489526452,1.0,1.0,0.7332627215933504,0.7623702483407728,0.8145802968633882,balanced_constraint,0.8145802968633882
32,uniform_32bit,uniform_32bit,simd,1879.331057160731,0.5357655472130592,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
33,zipfian_smallints,zipfian_smallints,hybrid,1549.052271267351,0.6403913202509002,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
34,clustered_ranges,clustered_ranges,guarded_fallback,1177.9390962521895,0.8758103143525976,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
35,low_entropy_repeating,low_entropy_repeating,coherent_local,1754.1997798563027,0.5786080729619111,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
36,sequential_ids,sequential_ids,hybrid,1409.0038852076939,0.7054337439303837,0.27,0.613,0.95,True,0.8639962479747322,0.9281788143287802,0.6428571428571426,0.6428571428571442,0.8183388566484422,0.8440118831900614,0.7805292922603293,balanced_constraint,0.7805292922603293
37,uniform_32bit,uniform_32bit,simd,1905.2221814608242,0.5285432862240859,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
38,zipfian_smallints,zipfian_smallints,hybrid,1524.2611878924888,0.6506276385476175,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
39,clustered_ranges,clustered_ranges,guarded_fallback,1199.9078063990387,0.8600660720806889,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
40,low_entropy_repeating,low_entropy_repeating,coherent_local,1752.3778538061706,0.5792119113099548,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
41,sequential_ids,sequential_ids,hybrid,1392.9834077452829,0.7135584146434636,0.27,0.613,0.95,True,0.8882668870676133,0.9437765159310529,0.6428571428571426,0.6428571428571442,0.8352408953445117,0.8574447468898876,0.7917099093887618,balanced_constraint,0.7917099093887618
42,uniform_32bit,uniform_32bit,simd,1862.1978075444224,0.5405448221060296,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
43,zipfian_smallints,zipfian_smallints,hybrid,1533.819334278656,0.6466810490720387,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
44,clustered_ranges,clustered_ranges,guarded_fallback,1180.4810146997993,0.8739886061318104,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
45,low_entropy_repeating,low_entropy_repeating,coherent_local,1799.2671710461439,0.5636714518818494,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
46,sequential_ids,sequential_ids,coherent_local,1306.1542975700117,0.776307421457993,0.24,0.6234999999999999,0.95,True,0.5870905017914018,0.6612054669374077,1.0,1.0,0.7014351211154523,0.7310811071738545,0.7914285172717725,balanced_constraint,0.7914285172717725
47,uniform_32bit,uniform_32bit,simd,1838.8022626524482,0.5470709477864223,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
48,zipfian_smallints,zipfian_smallints,hybrid,1599.504995354658,0.6195592277245284,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
49,clustered_ranges,clustered_ranges,guarded_fallback,1252.2912090463271,0.8225246335167987,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
50,low_entropy_repeating,low_entropy_repeating,coherent_local,1795.3783131656467,0.5649603304936713,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
51,sequential_ids,sequential_ids,coherent_local,1292.664956611013,0.7844010260333921,0.24,0.6234999999999999,0.95,True,0.5388230668542083,0.6287600292711808,1.0,1.0,0.6676078445032021,0.7035826294699912,0.7688369273740576,balanced_constraint,0.7688369273740576
52,uniform_32bit,uniform_32bit,simd,1892.4079565347447,0.5321177805455711,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
53,zipfian_smallints,zipfian_smallints,hybrid,1550.0019621393756,0.6399991898263224,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
54,clustered_ranges,clustered_ranges,guarded_fallback,1237.6770295607505,0.8329981288147953,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
55,low_entropy_repeating,low_entropy_repeating,coherent_local,1720.7991988604351,0.5896779798062557,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
56,sequential_ids,sequential_ids,coherent_local,1318.0850503903844,0.7691489697657693,0.24,0.6234999999999999,0.95,True,0.6914531404501837,0.7405486390107145,1.0,1.0,0.7759541801217174,0.7955923795459298,0.8425731018877338,balanced_constraint,0.8425731018877338
57,uniform_32bit,uniform_32bit,simd,1907.5159403241607,0.5279034482253657,0.6040000000000001,0.19059999999999994,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
58,zipfian_smallints,zipfian_smallints,hybrid,1544.4932313501497,0.6422737625392929,0.552,0.42979999999999996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
59,clustered_ranges,clustered_ranges,guarded_fallback,1168.3790079153855,0.8826617109939737,0.764,0.1996,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
60,low_entropy_repeating,low_entropy_repeating,coherent_local,1772.6754853595774,0.5724846962808257,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_constraint,1.0
